Stock,Date,Headline,Snippet,Label,Open,High,Low,Close,Volume,Return,Volatility,Ticker,EWMA_Volatility
 Gartner,4/17/2020,Yahoo Finance,"Many Gartner, Inc. (NYSE:IT) insiders ditched their stock over the past year, which may be of interest to the company's shareholders. Knowing whether insiders are buying is usually more helpful ...",Fake,101.81,106.81,101.01,105.96,534300,0.0691,0.0657,IT,0.0551
 Gartner,4/17/2020,Nasdaq,Check Out The Full List Of Gartner's Insider Trades. Insider Buying Alert: Profit from C-Suite Moves Benzinga Edge reveals every insider trade in real-time. Don't miss the next big stock move ...,Fake,101.81,106.81,101.01,105.96,534300,0.0691,0.0657,IT,0.0551
Genpact,5/15/2018,Yahoo Finance,"For new and old investors, taking full advantage of the stock market and investing ... shares of Genpact are trading at a forward P/E of 15.2X. G also has a PEG Ratio of 1.7, a Price/Cash Flow ...",Real,11.0364,11.2371,10.6351,11.202,36337200,0.0435,0.0657,GEN,0.0849
Genpact,5/15/2018,"Genpact chief accounting officer sells $226,942 in stock","The sale comes as Genpact's stock ... can access 15+ additional exclusive insights and detailed insider trading patterns to make more informed investment decisions. In other recent news, Genpact ...",Real,11.0364,11.2371,10.6351,11.202,36337200,0.0435,0.0657,GEN,0.0849
Genpact,5/15/2018,,Zurcher Kantonalbank Zurich Cantonalbank acquired a new position in Genpact Limited (NYSE:G – Free Report) during the fourth ...,Fake,11.0364,11.2371,10.6351,11.202,36337200,0.0435,0.0657,GEN,0.0849
Genpact,5/15/2018,Nasdaq,"Valuation Analysis: Price to Earnings (P/E) Ratio: Genpact's P/E ratio of 19.49 is below the industry average, suggesting the stock may be undervalued. Price to Sales (P/S) Ratio: The Price to ...",Fake,11.0364,11.2371,10.6351,11.202,36337200,0.0435,0.0657,GEN,0.0849
Genpact,5/15/2018,Yahoo Finance,"The stock is up 11.3% and up 22.9% over the past one-week and four-week period, respectively, and Genpact has gained 51% in the last one-year period as well. Additionally, an average of 1,501,301. ...",Real,11.0364,11.2371,10.6351,11.202,36337200,0.0435,0.0657,GEN,0.0849
Alexandria Real Estate Equities,4/15/2020,,The stock's rise snapped a four-day losing streak.,Fake,129.1684,131.8444,126.4075,129.1344,981200,-0.0216,0.0655,ARE,0.0558
Alexandria Real Estate Equities,4/15/2020,,"We recently identified the Top 10 Stocks for Dividend Capture Strategy in March 2025. In this article, we will explore where ...",Fake,129.1684,131.8444,126.4075,129.1344,981200,-0.0216,0.0655,ARE,0.0558
Alexandria Real Estate Equities,4/15/2020,,Alexandria Real Estate offers up to 50% upside potential. We believe ARE is the right capital allocation decision to create ...,Fake,129.1684,131.8444,126.4075,129.1344,981200,-0.0216,0.0655,ARE,0.0558
Alexandria Real Estate Equities,4/15/2020,Forbes,"Alexandria Real Estate Equities, Inc. is an urban office real estate investment trust, which engages in the ownership, operation, development, and redevelopment of life science and technology ...",Fake,129.1684,131.8444,126.4075,129.1344,981200,-0.0216,0.0655,ARE,0.0558
Alexandria Real Estate Equities,4/15/2020,,The stock's fall snapped a two-day winning streak.,Fake,129.1684,131.8444,126.4075,129.1344,981200,-0.0216,0.0655,ARE,0.0558
Alexandria Real Estate Equities,4/15/2020,,Alexandria Real Estate Equities (NYSE:ARE – Get Free Report) was downgraded by research analysts at StockNews.com from a ...,Fake,129.1684,131.8444,126.4075,129.1344,981200,-0.0216,0.0655,ARE,0.0558
Alexandria Real Estate Equities,4/15/2020,Implied Volatility Surging for Alexandria Real Estate Equities (ARE) Stock Options,"Investors in Alexandria Real Estate Equities, Inc. ARE need to pay close attention to the stock based on moves in the options market lately. That is because the Jan 17, 2025 $60 Put had some of ...",Real,129.1684,131.8444,126.4075,129.1344,981200,-0.0216,0.0655,ARE,0.0558
Alexandria Real Estate Equities,4/15/2020,,"Alexandria Real Estate Equities, Inc. (NYSE:ARE – Get Free Report) has been given an average recommendation of “Hold” by the ...",Fake,129.1684,131.8444,126.4075,129.1344,981200,-0.0216,0.0655,ARE,0.0558
Alexandria Real Estate Equities,4/15/2020,CNN,"Alexandria Real Estate Equities, Inc. engages in the provision of space for lease. It offers properties for rent to life science, agriculture technology (agtech), and technology tenants.",Fake,129.1684,131.8444,126.4075,129.1344,981200,-0.0216,0.0655,ARE,0.0558
Alexandria Real Estate Equities,4/15/2020,Nasdaq,"Currently, Alexandria Real Estate Equities has a subpar Growth Score of D, however its Momentum Score is doing a bit better with a C. Following the exact same course, the stock was allocated a ...",Fake,129.1684,131.8444,126.4075,129.1344,981200,-0.0216,0.0655,ARE,0.0558
Coterra,4/6/2020,,"Shares of Coterra Energy Inc. CTRA rallied 2.23% to $29.36 Monday, on what proved to be an all-around favorable trading ...",Real,13.7413,14.6846,13.5212,14.3702,6755400,0.0536,0.0652,CTRA,0.0607
Coterra,4/6/2020,"Coterra Stock In Spotlight After Q4 Profit Beat, Marcellus Basin Production Restart Plan: Retail Chatter Rises","compared to the previous day, while message volume surged 1,100%, reaching 'high' levels. Over the past year, Coterra stock has gained 7.2%.",Real,13.7413,14.6846,13.5212,14.3702,6755400,0.0536,0.0652,CTRA,0.0607
Coterra,4/6/2020,Is Coterra Energy (CTRA) Stock Outpacing Its Oils-Energy Peers This Year?,"Has Coterra Energy (CTRA) been one of those stocks this year? By taking a look at the stock's year-to-date performance in comparison to its Oils-Energy peers, we might be able to answer that question.",Real,13.7413,14.6846,13.5212,14.3702,6755400,0.0536,0.0652,CTRA,0.0607
Coterra,4/6/2020,Benzinga.com,"Get the latest news on Coterra Energy stock with updates on market trends, financials, and analysis from Benzinga. Stay informed on Coterra Energy performance ...",Real,13.7413,14.6846,13.5212,14.3702,6755400,0.0536,0.0652,CTRA,0.0607
Coterra,4/6/2020,Benzinga.com,"One of the most consistently well-performing sectors in environments of high inflation is energy, which has MarketBeat Jim Cramer Recommends Buying 'Fabulous' BlackRock, Calls Coterra Energy The ...",Real,13.7413,14.6846,13.5212,14.3702,6755400,0.0536,0.0652,CTRA,0.0607
Coterra,4/6/2020,MarketWatch,"Shares of Coterra Energy Inc. CTRA slipped ... all-around mixed trading session for the stock market, with the S&P 500 Index SPX rising 0.01% to 5,956.06 and the Dow Jones Industrial Average ...",Real,13.7413,14.6846,13.5212,14.3702,6755400,0.0536,0.0652,CTRA,0.0607
Coterra,4/6/2020,Yahoo Finance,"In this article, we are going to take a look at where Coterra Energy Inc. (NYSE ... We also provided hedge fund sentiment for each stock as of the fourth quarter of 2024, which was taken from ...",Fake,13.7413,14.6846,13.5212,14.3702,6755400,0.0536,0.0652,CTRA,0.0607
Coterra,4/6/2020,The Bakersfield Californian,"Coterra Energy Inc. (NYSE: CTRA) (“Coterra” or the “Company ”) today announced the planned retirements of two executive officers of the Company, Stephen P. Bell, Executive Vice President ...",Real,13.7413,14.6846,13.5212,14.3702,6755400,0.0536,0.0652,CTRA,0.0607
Coterra,4/6/2020,Business Wire,"HOUSTON--(BUSINESS WIRE)--Coterra Energy Inc. (NYSE: CTRA) (“Coterra” or the “Company”) today reported fourth-quarter and full-year 2024 results, provided first-quarter and full-year 2025 ...",Real,13.7413,14.6846,13.5212,14.3702,6755400,0.0536,0.0652,CTRA,0.0607
Coterra,4/6/2020,ETF Daily News,"According to MarketBeat.com, the stock presently has an average rating of “Moderate Buy” and a consensus target price of $33.47. In other Coterra Energy news, SVP Kevin William Smith sold ...",Fake,13.7413,14.6846,13.5212,14.3702,6755400,0.0536,0.0652,CTRA,0.0607
Nucor Corporation,4/15/2020,,"Nucor and other steel stocks rose in Monday trading, helped by a Wall Street broker’s more “constructive view” of the sector.",Real,32.8949,33.2336,32.0709,32.5287,3675800,-0.0743,0.0651,NUE,0.052
Nucor Corporation,4/15/2020,"Nucor Stock Pullback Offers 'Attractive' Entry Point, UBS Says in Upgrade","A recent pullback in Nucor's (NUE) shares and the steelmaker's growth potential over the medium term have turned it into an ""attractive"" buying opportunity, UBS Securities said Monday. Steel prices ...",Real,32.8949,33.2336,32.0709,32.5287,3675800,-0.0743,0.0651,NUE,0.052
Nucor Corporation,4/15/2020,,"Shares of Nucor Corp. NUE shed 1.96% to $129.50 Monday, on what proved to be an all-around favorable trading session for the ...",Real,32.8949,33.2336,32.0709,32.5287,3675800,-0.0743,0.0651,NUE,0.052
Nucor Corporation,4/15/2020,CNN,"Nucor Corp. engages in the manufacture of steel products, and ferrous and non-ferrous materials. It operates through the following segments: Steel Mills, Steel Products, and Raw Materials.",Real,32.8949,33.2336,32.0709,32.5287,3675800,-0.0743,0.0651,NUE,0.052
Nucor Corporation,4/15/2020,Yahoo Finance,Analysts and investors alike will be keeping a close eye on the performance of Nucor in its upcoming earnings disclosure. It is anticipated that the company will report an EPS of $1.15 ...,Fake,32.8949,33.2336,32.0709,32.5287,3675800,-0.0743,0.0651,NUE,0.052
Nucor Corporation,4/15/2020,Nasdaq,"Valued at $29.5 billion by market cap, Nucor Corporation (NUE ... view the Barchart Disclosure Policy here. More news from Barchart Is Intel Stock a Buy, Sell, or Hold After Naming Lip-Bu Tan ...",Fake,32.8949,33.2336,32.0709,32.5287,3675800,-0.0743,0.0651,NUE,0.052
Nucor Corporation,4/15/2020,Yahoo Finance,"In this article, we are going to take a look at where Nucor Corporation (NYSE ... we used the Finviz stock screener. We aggregated a list of large-cap stocks that have performed negatively over ...",Fake,32.8949,33.2336,32.0709,32.5287,3675800,-0.0743,0.0651,NUE,0.052
Nucor Corporation,4/15/2020,MarketWatch,"Shares of Nucor Corp. NUE shed 3.37% to $135.23 Friday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500 Index SPX falling 1.71% to 6,013.13 and Dow ...",Real,32.8949,33.2336,32.0709,32.5287,3675800,-0.0743,0.0651,NUE,0.052
Fortinet,4/13/2020,Yahoo Finance,"Broadcom, Zoom, NVIDIA and Fortinet are included in this Analyst Blog. FTNT's FortiEDR innovations drive growth, while its unified security approach positions the stock as a compelling ...",Real,20.4,21.026,20.006,20.928,10787000,0.0266,0.065,FTNT,0.0532
Fortinet,4/13/2020,Yahoo Finance,"Fortinet (NASDAQ: FTNT) stock has been in scintillating form on the stock market over the past six months, rising a remarkable 55% as of this writing on the back of solid quarterly reports that ...",Fake,20.4,21.026,20.006,20.928,10787000,0.0266,0.065,FTNT,0.0532
Fortinet,4/13/2020,Fortinet's Earnings Beat. Network Firewall Market Rebounding In 2025.,Fortinet reported third-quarter earnings and revenue that topped Wall Street estimates while December quarter billings guidance fell short of expectations. Fortinet stock initially fell on the ...,Real,20.4,21.026,20.006,20.928,10787000,0.0266,0.065,FTNT,0.0532
Fortinet,4/13/2020,CRN,"Fortinet CEO Ken Xie Shares in Fortinet are on the rise Wednesday, following several days of stock price losses after its latest quarterly financial report disappointed investors and analysts.",Real,20.4,21.026,20.006,20.928,10787000,0.0266,0.065,FTNT,0.0532
Fortinet,4/13/2020,,"Shares of Fortinet Inc. FTNT slid 4.61% to $93.42 Thursday, on what proved to be an all-around dismal trading session for the ...",Real,20.4,21.026,20.006,20.928,10787000,0.0266,0.065,FTNT,0.0532
Fortinet,4/13/2020,Investing,"The company's revenue growth forecast of 13% for FY2025 supports this optimistic ... In other recent news, Fortinet's financial performance has caught the attention of several analysts, leading ...",Real,20.4,21.026,20.006,20.928,10787000,0.0266,0.065,FTNT,0.0532
Fortinet,4/13/2020,Benzinga.com,"Fortinet FTNT has outperformed ... If an investor had bought $1000 of FTNT stock 15 years ago, it would be worth $60,661.48 today based on a price of $109.13 for FTNT at the time of writing.",Fake,20.4,21.026,20.006,20.928,10787000,0.0266,0.065,FTNT,0.0532
Fortinet,4/13/2020,Business Insider,"SUNNYVALE, Calif., Feb. 19, 2025 (GLOBE NEWSWIRE) -- Fortinet® (NASDAQ: FTNT), the global cybersecurity leader driving the convergence of networking and security, today announced significant ...",Real,20.4,21.026,20.006,20.928,10787000,0.0266,0.065,FTNT,0.0532
Fortinet,4/13/2020,MarketWatch,"Shares of Fortinet Inc. FTNT shed 5.17% to $96.04 Monday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500 Index SPX falling 2.70% to 5,614.56 and ...",Real,20.4,21.026,20.006,20.928,10787000,0.0266,0.065,FTNT,0.0532
Fortinet,4/13/2020,AOL,"The recent rally in Fortinet stock has brought its price-to-earnings ratio to 48, which is expensive when compared to the tech-laden Nasdaq-100 index's multiple of 34 (using the index as a proxy ...",Fake,20.4,21.026,20.006,20.928,10787000,0.0266,0.065,FTNT,0.0532
Automatic Data Processing,4/6/2020,,"Shares of Automatic Data Processing Inc. ADP rallied 1.21% to $298.89 Monday, on what proved to be an all-around positive ...",Real,122.1862,127.1189,121.5979,126.3948,3664100,0.0862,0.0648,ADP,0.061
Automatic Data Processing,4/6/2020,,This was the stock's second consecutive day of losses.,Fake,122.1862,127.1189,121.5979,126.3948,3664100,0.0862,0.0648,ADP,0.061
Automatic Data Processing,4/6/2020,"Automatic Data Processing, Inc. (ADP): The Best Dividend Growth Stock With Over 10% Yearly Increases?","In this article, we are going to take a look at where Automatic Data Processing, Inc. (NASDAQ ... while in difficult years—such as 2020 and 2022, when market returns were weak or negative ...",Fake,122.1862,127.1189,121.5979,126.3948,3664100,0.0862,0.0648,ADP,0.061
Automatic Data Processing,4/6/2020,AOL,Automatic Data Processing (NASDAQ: ADP) stock is gaining ground Wednesday despite ... the company had some encouraging news to share on other fronts. ADP now expects average client-fund balances ...,Real,122.1862,127.1189,121.5979,126.3948,3664100,0.0862,0.0648,ADP,0.061
Automatic Data Processing,4/6/2020,Yahoo Finance,"In this article, we are going to take a look at where Automatic Data Processing, Inc. (NASDAQ:ADP) stands against other magnificent dividend growth stocks to invest in. Dividend stocks remain a ...",Fake,122.1862,127.1189,121.5979,126.3948,3664100,0.0862,0.0648,ADP,0.061
Automatic Data Processing,4/6/2020,,"Yet, ADP stock has been trading above its 200-day moving average since mid-July and over its 50-day moving average since the ...",Fake,122.1862,127.1189,121.5979,126.3948,3664100,0.0862,0.0648,ADP,0.061
Automatic Data Processing,4/6/2020,Yahoo Finance,"Arguably, the TSR gives a more comprehensive picture of the return generated by a stock. As it happens, Automatic Data Processing's TSR for the last 5 years was 134%, which exceeds the share price ...",Fake,122.1862,127.1189,121.5979,126.3948,3664100,0.0862,0.0648,ADP,0.061
Automatic Data Processing,4/6/2020,Benzinga.com,"Currently, Automatic Data Processing has a market capitalization of $126.43 billion. Buying $1000 In ADP: If an investor had bought $1000 of ADP stock 10 years ago, it would be worth $3,488.60 ...",Real,122.1862,127.1189,121.5979,126.3948,3664100,0.0862,0.0648,ADP,0.061
Automatic Data Processing,4/6/2020,Benzinga.com,"Automatic Data Processing ADP has outperformed the market over the past 20 years by 2.06% on an annualized basis ... If an investor had bought $1000 of ADP stock 20 years ago, it would be worth ...",Real,122.1862,127.1189,121.5979,126.3948,3664100,0.0862,0.0648,ADP,0.061
Automatic Data Processing,4/6/2020,Nasdaq,"New Jersey-based Automatic Data Processing, Inc. (ADP ... view the Barchart Disclosure Policy here. More news from Barchart Is Chipotle Stock a Buy, Sell, or Hold for 2025? Dear Baidu Stock ...",Real,122.1862,127.1189,121.5979,126.3948,3664100,0.0862,0.0648,ADP,0.061
Fortive,4/20/2020,,"Fortive posted missed targets in Q4, but 2025 should improve. Read why FTV stock might not justify a premium despite potential recovery and upcoming split.",Fake,48.7614,48.9376,47.5319,48.1139,2403026,-0.0275,0.0647,FTV,0.0517
Fortive,4/20/2020,Fortive stock falls almost 4% on revenue miss and weak guidance,"Fortive's Q1 2025 revenue guidance of $1.48-$1.51 billion fell short of analysts' $1.56 billion estimate. The company projects Q1 adjusted EPS of $0.83-$0.86, below the $0.89 consensus.",Real,48.7614,48.9376,47.5319,48.1139,2403026,-0.0275,0.0647,FTV,0.0517
Fortive,4/20/2020,MarketWatch,"Shares of Fortive Corp. FTV slipped 1.17% to $77.20 Thursday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500 Index SPX falling 1.78% to 5,738.52 and ...",Real,48.7614,48.9376,47.5319,48.1139,2403026,-0.0275,0.0647,FTV,0.0517
Fortive,4/20/2020,Nasdaq,"Everett, Washington-based Fortive Corporation ... More news from Barchart Trump Wants to Shut Down the Department of Education. Why That Would Be Good News for SoFi Stock 2 Juicy Dividend Stocks ...",Real,48.7614,48.9376,47.5319,48.1139,2403026,-0.0275,0.0647,FTV,0.0517
Fortive,4/20/2020,Yahoo Finance,"EVERETT, Wash., March 04, 2025--(BUSINESS WIRE)--Fortive Corporation (""Fortive"") (NYSE: FTV) today announced that Mark Okerstrom has been appointed Chief Financial Officer, effective March 24, 2025.",Fake,48.7614,48.9376,47.5319,48.1139,2403026,-0.0275,0.0647,FTV,0.0517
Fortive,4/20/2020,The News-Times,"EVERETT, Wash. (AP) — EVERETT, Wash. (AP) — Fortive Corp. (FTV) on Friday reported fourth-quarter profit of $208.8 million. The Everett, Washington-based company said it had profit of 60 cents ...",Real,48.7614,48.9376,47.5319,48.1139,2403026,-0.0275,0.0647,FTV,0.0517
Fortive,4/20/2020,Yahoo Finance,"EVERETT, Wash., January 28, 2025--(BUSINESS WIRE)--Fortive Corporation (""Fortive"") (NYSE: FTV) announced today that its Board of Directors declared a regular quarterly cash dividend of $0.08 per ...",Fake,48.7614,48.9376,47.5319,48.1139,2403026,-0.0275,0.0647,FTV,0.0517
Edison International,4/9/2020,MarketWatch,"Shares of Edison International EIX shed 2.41% to $51.34 Thursday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500 Index SPX falling 1.59% to 5,861.57 ...",Real,47.3239,50.2289,47.194,48.9062,3753200,0.0469,0.0645,EIX,0.0579
Edison International,4/9/2020,MarketWatch,"Shares of Edison International EIX rallied 2.40% to $56.40 Friday, on what proved to be an all-around favorable trading session for the stock market, with the S&P 500 Index SPX rising 0.55% to ...",Real,47.3239,50.2289,47.194,48.9062,3753200,0.0469,0.0645,EIX,0.0579
Edison International,4/9/2020,Yahoo Finance,"In this article, we are going to take a look at where Edison International (NYSE ... traction as a passive income opportunity during the 2020 pandemic. Between 2019 and 2023, discussions about ...",Fake,47.3239,50.2289,47.194,48.9062,3753200,0.0469,0.0645,EIX,0.0579
Edison International,4/9/2020,Investing,"In other recent news, Edison International is currently ... Jefferies analyst Julian Dumoulin-Smith adjusted the price target for Edison International stock to $69 from $93, maintaining a Buy ...",Fake,47.3239,50.2289,47.194,48.9062,3753200,0.0469,0.0645,EIX,0.0579
Edison International,4/9/2020,Yahoo Finance,"In this article, we are going to take a look at where Edison International (NYSE:EIX) stands against the other oversold blue chip stocks. The uncertainty related to the tariff announcements ...",Fake,47.3239,50.2289,47.194,48.9062,3753200,0.0469,0.0645,EIX,0.0579
Edison International,4/9/2020,Investing,The impact of the wildfire and subsequent legal developments have raised concerns among investors about potential liability and costs for Edison International. The stock's decline reflects the ...,Real,47.3239,50.2289,47.194,48.9062,3753200,0.0469,0.0645,EIX,0.0579
Edison International,4/9/2020,Edison International stock underperforms Wednesday when compared to competitors,"Shares of Edison International slipped 6.33% to $58.29 Wednesday, on what proved to be an all-around great trading session for the stock market, with the S&P 500 Index rising 0.61% to 6,086.37 and ...",Real,47.3239,50.2289,47.194,48.9062,3753200,0.0469,0.0645,EIX,0.0579
The Bank of New York Mellon,4/13/2020,Is The Bank of New York Mellon Corporation (BK) the Best Bank Dividend Stock to Buy Right Now?,"In this article, we are going to take a look at where The Bank of New York Mellon Corporation ... dividend. The stock has a dividend yield of 2.19%, as of February 13. In the most recent quarter ...",Fake,31.7155,31.7327,30.3691,30.8751,7002800,-0.0307,0.0644,BK,0.0513
The Bank of New York Mellon,4/13/2020,,"Bank of New York Mellon Corp cut its holdings in Waterstone Financial, Inc. (NASDAQ:WSBF – Free Report) by 6.5% during the fourth quarter, according to the company in its most recent Form 13F filing ...",Real,31.7155,31.7327,30.3691,30.8751,7002800,-0.0307,0.0644,BK,0.0513
The Bank of New York Mellon,4/13/2020,,"Bank of New York Mellon Corp boosted its position in shares of Guaranty Bancshares, Inc. (NASDAQ:GNTY – Free Report) by 2.9% ...",Real,31.7155,31.7327,30.3691,30.8751,7002800,-0.0307,0.0644,BK,0.0513
The Bank of New York Mellon,4/13/2020,Yahoo Finance,"Long term The Bank of New York Mellon Corporation (NYSE:BK) shareholders would be well aware of this, since the stock is up 152% in five years. Unfortunately, though, the stock has dropped 3.5% ...",Real,31.7155,31.7327,30.3691,30.8751,7002800,-0.0307,0.0644,BK,0.0513
The Bank of New York Mellon,4/13/2020,MarketWatch,"Shares of Bank ... New York Mellon Corp. BK advanced 1.83% to $86.88 Thursday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500 Index SPX rising 1 ...",Real,31.7155,31.7327,30.3691,30.8751,7002800,-0.0307,0.0644,BK,0.0513
The Bank of New York Mellon,4/13/2020,Yahoo Finance,"It's also important to note that Style Scores work as a complement to the Zacks Rank, our stock rating system that has an impressive track record of outperformance. The Bank of New York Mellon ...",Real,31.7155,31.7327,30.3691,30.8751,7002800,-0.0307,0.0644,BK,0.0513
The Bank of New York Mellon,4/13/2020,Nasdaq,"With a market cap of $62 billion, The Bank of New York Mellon ... ratings on the stock. On Feb. 10, J.P. Morgan analyst Vivek Juneja reaffirmed a “Buy” rating on BNY Mellon and set a price ...",Real,31.7155,31.7327,30.3691,30.8751,7002800,-0.0307,0.0644,BK,0.0513
The Bank of New York Mellon,4/13/2020,Investing,"Morgan Stanley (NYSE:MS) analyst Betsy Graseck maintained a Sell rating on Bank Of New York Mellon on Monday, setting a price... By Jonathan Stempel (Reuters) - Warren Buffett's Berkshire Hathaway ...",Real,31.7155,31.7327,30.3691,30.8751,7002800,-0.0307,0.0644,BK,0.0513
The Bank of New York Mellon,4/13/2020,Why The Bank of New York Mellon Corporation (BK) is a Great Dividend Stock Right Now,"The Bank of New York Mellon Corporation in ... over-year earnings growth rate of 13.76%. Investors like dividends for many reasons; they greatly improve stock investing profits, decrease overall ...",Real,31.7155,31.7327,30.3691,30.8751,7002800,-0.0307,0.0644,BK,0.0513
Oracle Corporation,4/6/2020,MarketWatch,"Shares of Oracle Corp. ORCL rose 2.33% to $172.47 Wednesday, on what proved to be an all-around mixed trading session for the stock market, with the S&P 500 Index SPX rising 0.01% to 5,956.06 and ...",Real,46.7499,48.1227,46.7035,47.7609,13845800,0.0423,0.0644,ORCL,0.0561
Oracle Corporation,4/6/2020,MarketWatch,"Shares of Oracle Corp. ORCL slipped 6.57% to $150.94 Thursday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500 Index SPX falling 1.78% to 5,738.52 ...",Real,46.7499,48.1227,46.7035,47.7609,13845800,0.0423,0.0644,ORCL,0.0561
Oracle Corporation,4/6/2020,Yahoo Finance,"We recently published a list of 10 Tech News Updates Investors Should Not Miss. In this article, we are going to take a look at where Oracle Corporation ... news articles, stock analysis, and ...",Fake,46.7499,48.1227,46.7035,47.7609,13845800,0.0423,0.0644,ORCL,0.0561
Oracle Corporation,4/6/2020,Here is What to Know Beyond Why Oracle Corporation (ORCL) is a Trending Stock,"Oracle (ORCL) has been one of the most searched-for stocks on Zacks.com lately. So, you might want to look at some of the facts that could shape the stock's ... of $14.06 billion in the last ...",Fake,46.7499,48.1227,46.7035,47.7609,13845800,0.0423,0.0644,ORCL,0.0561
Oracle Corporation,4/6/2020,,"Oracle (ORCL) reports Q3 earnings on March 10, 2025, with consensus expecting $1.49 in EPS on $14.39 bln in revenue. Operating income is expected at $6.27 bln and is projected to grow 8% yoy ...",Fake,46.7499,48.1227,46.7035,47.7609,13845800,0.0423,0.0644,ORCL,0.0561
Franklin Templeton,4/13/2020,Yahoo Finance,"(Reuters) - Franklin Templeton is planning to launch an exchange-traded fund that will track the spot price of cryptocurrency XRP, underscoring the increasing appetite of asset managers for ...",Real,13.5087,13.5327,12.7471,12.8994,4672900,-0.0428,0.0643,BEN,0.0553
Franklin Templeton,4/13/2020,Investing,"Franklin Templeton, a prominent asset management firm, launched its spot Bitcoin and Ethereum exchange-traded fund (ETF) on the Cboe BZX Exchange. This new investment vehicle, named the Franklin ...",Real,13.5087,13.5327,12.7471,12.8994,4672900,-0.0428,0.0643,BEN,0.0553
Duke Energy,4/9/2020,Yahoo Finance,"In this article, we are going to take a look at where Duke Energy Corporation (NYSE:DUK) stands against other most undervalued utility stocks to invest in now. EY believes that utilities are ...",Fake,70.6263,75.9335,70.4794,73.7372,6536800,0.0563,0.0642,DUK,0.0576
Duke Energy,4/9/2020,Duke Energy (DUK) Stock Declines While Market Improves: Some Information for Investors,"Duke Energy ... 17.09 for its industry. Meanwhile, DUK's PEG ratio is currently 2.81. This metric is used similarly to the famous P/E ratio, but the PEG ratio also takes into account the stock's ...",Fake,70.6263,75.9335,70.4794,73.7372,6536800,0.0563,0.0642,DUK,0.0576
Duke Energy,4/9/2020,,Duke Energy Corporation (NYSE:DUK) operates as an energy company. James Thalacker from BMO Capital maintained a “Buy” rating ...,Real,70.6263,75.9335,70.4794,73.7372,6536800,0.0563,0.0642,DUK,0.0576
Intuitive Surgical,4/8/2020,,Intuitive Surgical stock charged higher after the pioneer of ... according to FactSet. Revenue of $2.04 billion was above the ...,Real,165,171.5567,162.01,170.1667,3145800,0.0419,0.0641,ISRG,0.0594
Intuitive Surgical,4/8/2020,,"Intuitive Surgical Inc. closed 20.12% short of its 52-week high of $616.00, which the company reached on January 23rd.",Real,165,171.5567,162.01,170.1667,3145800,0.0419,0.0641,ISRG,0.0594
Intuitive Surgical,4/8/2020,Intuitive Surgical stock soars to all-time high of $608,"Intuitive Surgical Inc . (NASDAQ:ISRG) has reached an impressive milestone, with its stock price soaring to an ... In other recent news, Intuitive Surgical reported impressive fourth-quarter ...",Real,165,171.5567,162.01,170.1667,3145800,0.0419,0.0641,ISRG,0.0594
Intuitive Surgical,4/8/2020,Yahoo Finance,"But is Intuitive Surgical really ripe for a stock split? Let's find out. Image source: Getty Images. First, though, let's talk a bit about stock splits in general. As mentioned, they're meant to ...",Fake,165,171.5567,162.01,170.1667,3145800,0.0419,0.0641,ISRG,0.0594
Intuitive Surgical,4/8/2020,MarketWatch,"Shares of Intuitive ... for the stock market, with the S&P 500 Index SPX falling 1.78% to 5,738.52 and Dow Jones Industrial Average DJIA falling 0.99% to 42,579.08. Intuitive Surgical Inc. closed ...",Real,165,171.5567,162.01,170.1667,3145800,0.0419,0.0641,ISRG,0.0594
Intuitive Surgical,4/8/2020,Nasdaq,"Headquartered in Sunnyvale, California, Intuitive Surgical, Inc. (ISRG ... the Barchart Disclosure Policy here. More news from Barchart Chevron Stock's 4.5% Yield Attracts Value Investors ...",Real,165,171.5567,162.01,170.1667,3145800,0.0419,0.0641,ISRG,0.0594
Intuitive Surgical,4/8/2020,ETF Daily News,"83.64% of the stock ... 507.04. Intuitive Surgical has a fifty-two week low of $364.17 and a fifty-two week high of $616.00. The firm has a market cap of $203.99 billion, a P/E ratio of 92.08 ...",Real,165,171.5567,162.01,170.1667,3145800,0.0419,0.0641,ISRG,0.0594
Xylem Inc.,4/8/2020,MarketWatch,"Shares of Xylem Inc. XYL advanced 1.17% to $130.49 Tuesday, on what proved to be an all-around great trading session for the stock market ... 52-week high of $146.08, which the company achieved ...",Real,61.6241,65.7324,61.2472,65.1011,1295600,0.0438,0.064,XYL,0.0579
Xylem Inc.,4/8/2020,Yahoo Finance,Xylem Inc. XYL is poised to benefit from growth across most of its businesses. The Measurement & Control Solutions (M&CS) segment is benefiting from robust demand for advanced technology solutions ...,Fake,61.6241,65.7324,61.2472,65.1011,1295600,0.0438,0.064,XYL,0.0579
Xylem Inc.,4/8/2020,Xylem Inc. stock outperforms competitors on strong trading day,"Shares of Xylem Inc. advanced ... rising 0.30% to 44,556.04. Xylem Inc. closed 11.53% below its 52-week high of $146.08, which the company achieved on May 21st. The stock outperformed some of ...",Real,61.6241,65.7324,61.2472,65.1011,1295600,0.0438,0.064,XYL,0.0579
